id,destination,weight,priority,senderName,receiverName,status,deliveryDate
PKG0150_955,Quetta,5.15,1,Saad Iqbal,Ali Sheikh,Out for Delivery,2025-01-30
PKG0079_956,Peshawar,5.38,1,Ahmed Khan,Hamza Khan,In Transit,2024-01-07
PKG0098_957,Hyderabad,7.47,2,Ayesha Qureshi,Ahmed Khan,Out for Delivery,2025-11-14
PKG0003_958,Peshawar,18.04,3,Usman Hameed,Ali Javed,Out for Delivery,2024-12-24
PKG0109_959,Faisalabad,15.29,1,Ahmed Hameed,Ali Sheikh,Pending,2026-03-11
PKG0161_960,Rawalpindi,10.27,3,Zain Butt,Sara Iqbal,Pending,2024-09-01
PKG0023_961,Rawalpindi,22.54,2,Hassan Sheikh,Bilal Iqbal,Pending,2025-05-01
PKG0107_962,Karachi,19.92,3,Hassan Malik,Ahmed Khan,Delivered,2024-05-27
PKG0067_963,Multan,20.85,3,Saad Qureshi,Noor Javed,Out for Delivery,2024-04-19
PKG0163_964,Lahore,18.74,2,Ahmed Ahmed,Ahmed Sheikh,In Transit,2025-05-17
PKG0071_965,Rawalpindi,10.69,1,Sara Sheikh,Hussain Javed,Out for Delivery,2024-11-01
PKG0124_966,Multan,24.72,3,Hussain Qureshi,Maryam Sheikh,In Transit,2024-11-21
PKG0118_967,Karachi,12.71,3,Fatima Ahmed,Zain Ahmed,Delivered,2026-05-21
PKG0016_968,Quetta,19.33,2,Maryam Ahmed,Bilal Javed,Pending,2024-08-17
PKG0162_969,Faisalabad,23.86,3,Sara Iqbal,Bilal Raza,Out for Delivery,2025-11-26
PKG0124_970,Multan,24.72,3,Hussain Qureshi,Maryam Sheikh,In Transit,2024-12-15
PKG0162_971,Faisalabad,23.86,3,Sara Iqbal,Bilal Raza,Out for Delivery,2025-03-24
PKG0172_972,Quetta,11.36,2,Hamza Hameed,Ali Ahmed,Out for Delivery,2025-07-04
PKG0108_973,Multan,23.6,3,Ahmed Qureshi,Maryam Raza,Out for Delivery,2026-06-15
PKG0037_974,Multan,16.61,3,Noor Khan,Noor Ahmed,Delivered,2024-07-21
PKG0155_975,Multan,13.39,3,Ayesha Raza,Ali Malik,Pending,2024-07-30
PKG0042_976,Karachi,6.98,1,Amna Javed,Hassan Ahmed,In Transit,2025-04-07
PKG0080_977,Hyderabad,23.72,2,Ayesha Qureshi,Bilal Ahmed,Delivered,2025-03-19
PKG0087_978,Peshawar,20.85,1,Sara Hameed,Hassan Iqbal,Delivered,2024-10-29
PKG0131_979,Karachi,4.79,3,Usman Sheikh,Noor Malik,Out for Delivery,2024-10-01
PKG0122_980,Faisalabad,8.64,3,Ayesha Qureshi,Usman Qureshi,Out for Delivery,2025-08-18
PKG0035_981,Karachi,1.89,3,Noor Qureshi,Usman Javed,Pending,2026-01-17
PKG0155_982,Multan,13.39,3,Ayesha Raza,Ali Malik,Pending,2025-03-02
PKG0067_983,Multan,20.85,3,Saad Qureshi,Noor Javed,Out for Delivery,2024-02-26
PKG0107_984,Karachi,19.92,3,Hassan Malik,Ahmed Khan,Delivered,2025-01-02
PKG0150_985,Quetta,5.15,1,Saad Iqbal,Ali Sheikh,Out for Delivery,2025-05-17
PKG0123_986,Peshawar,14.51,1,Saad Iqbal,Amna Butt,Out for Delivery,2025-02-14
PKG0130_987,Quetta,9.28,2,Ali Khan,Hussain Khan,In Transit,2024-11-12
PKG0035_988,Karachi,1.89,3,Noor Qureshi,Usman Javed,Pending,2024-06-22
PKG0125_989,Faisalabad,21.81,2,Ali Malik,Usman Hameed,Pending,2025-10-06
PKG0153_990,Islamabad,7.29,1,Hamza Malik,Hamza Hameed,In Transit,2025-01-13
PKG0049_991,Islamabad,4.89,2,Hamza Malik,Saad Sheikh,Out for Delivery,2026-02-18
PKG0164_992,Faisalabad,16.92,2,Ali Hameed,Usman Javed,Delivered,2024-07-01
PKG0021_993,Karachi,3.65,2,Zain Ahmed,Hamza Javed,In Transit,2024-05-10
PKG0133_994,Quetta,17.1,1,Hassan Khan,Saad Qureshi,Pending,2026-01-10
PKG0013_995,Multan,9.37,1,Noor Sheikh,Saad Hameed,Out for Delivery,2025-05-30
PKG0104_996,Islamabad,10.51,3,Ayesha Javed,Ahmed Malik,Out for Delivery,2024-07-30
PKG0074_997,Islamabad,10.03,3,Fatima Raza,Sara Qureshi,Out for Delivery,2024-10-28
PKG0008_998,Karachi,9.57,1,Hassan Qureshi,Bilal Iqbal,Delivered,2024-11-01
PKG0161_999,Rawalpindi,10.27,3,Zain Butt,Sara Iqbal,Pending,2026-02-16
PKG0089_1000,Peshawar,9.19,2,Zain Iqbal,Ayesha Qureshi,Delivered,2024-11-12
